Sexo productor;Area (Ha);total arboles;Total de injertos;Edad promedio plantas patron;Edad promedio plantas injerto;Edad promedio plantas;Aluviales;Andisoles;Grumosoles;Halomorficos;Latosoles_arcillosos_acidos;Latosoles_arcillo_rojizos;Litosoles;Regosoles;Latitud;Longitud;Altura;Injertacion;Aplica poda;Maneja sombra;Fertilizacion organica;Fertilizacion quimica;Presencia plagas y enfermedades;recibe AT;Perdidas (qq);Produccion efectiva (qq)
Hombre;5.63;3011;0;5.6;;5.6;Si;Si;No;No;No;No;No;No;13.701298;-89.405602;539.900879;No;Si;No;No;Si;Si;Si;6.29992;32.0408
Hombre;0.35;300;0;5;;5;No;Si;No;No;No;Si;No;No;13.496245;-88.38013;612.520996;No;Si;Si;No;Si;Si;Si;0.29216;1.6
Hombre;2.49;2376;0;4;;4;No;Si;No;No;No;No;No;No;13.79391;-89.781206;717.765991;No;Si;Si;Si;Si;Si;No;0.24024;1.36136
Hombre;11.91;7500;500;7;5;6.9;No;Si;No;No;No;No;No;No;13.608661;-88.939619;589;Si;Si;Si;Si;Si;Si;Si;0.46992;14.063334
Hombre;1.68;1500;0;6;;6;Si;Si;No;No;No;No;No;No;13.73655;-89.458086;642;No;Si;Si;Si;Si;Si;No;0.75416;2.92072
Mujer;0.39;338;0;6;;6;No;Si;No;No;No;No;No;No;13.805287;-89.732818;669.528564;No;Si;No;Si;Si;Si;No;0.4576;1.7056
Hombre;0.7;60;0;5;;5;No;Si;No;No;No;No;No;No;13.599968;-88.95084;525;No;Si;Si;Si;Si;Si;Si;0.22088;2.5
Hombre;0.1;100;0;5;;5;No;Si;No;No;No;No;Si;No;13.473706;-88.387274;622.518066;No;Si;Si;No;No;Si;Si;0.32296;1.7
Hombre;0.7;380;0;7;;7;No;Si;No;No;No;Si;No;No;13.510839;-88.560513;671.464844;No;Si;Si;Si;Si;Si;Si;0.07128;1.44
Hombre;9;10000;0;4;;4;No;Si;No;No;No;Si;No;No;13.947442;-89.759685;751.022095;No;Si;Si;Si;Si;Si;No;10.26344;38.69184
Hombre;5.6;6200;0;4.4;;4.4;No;No;No;No;No;Si;No;No;13.657738;-89.618242;164.650024;No;Si;Si;Si;Si;No;Si;4.1096;17.09
Hombre;1.12;1208;0;6;;6;No;Si;No;No;No;No;No;No;13.744471;-89.472291;599;No;Si;No;Si;Si;Si;No;0.2596;0.97592
Hombre;0.42;370;30;6;4;5.9;No;Si;No;No;No;No;No;No;13.49731;-88.391077;555.515625;Si;Si;Si;Si;Si;Si;Si;0.75592;4
Mujer;0.48;441;0;6;;6;Si;No;No;No;No;Si;Si;No;13.629975;-89.724372;92.28009;No;Si;Si;Si;Si;Si;No;0.85536;4.60328
Hombre;1.5;1200;0;5;;5;No;Si;No;No;No;Si;No;No;13.506214;-88.411405;655.161377;No;Si;Si;No;No;Si;Si;0.9284;5.05
Hombre;0.4;300;0;5;;5;No;Si;No;No;No;No;No;No;13.4847;-88.4011;774.045;No;Si;Si;No;Si;Si;Si;0.3564;1.87
Mujer;1.4;500;500;7;5;6;No;No;No;No;Si;Si;No;No;13.424699;-88.570776;338.732788;Si;Si;Si;Si;Si;Si;Si;0.23144;3.62
Hombre;0.5;450;0;6;;6;No;Si;No;No;No;No;No;No;13.508205;-88.453872;1136.06701;No;Si;No;No;Si;Si;Si;0.57112;3.03248
Hombre;0.8;640;0;5;;5;No;No;Si;No;No;Si;No;No;13.711495;-89.837529;205.443542;No;No;Si;Si;No;Si;No;0.15752;1.00056
Hombre;3.08;486;1013;3;6;5;No;No;No;No;No;Si;No;No;13.595183;-89.581447;420;Si;Si;No;Si;No;No;No;0.49104;1.89112
Hombre;6.5;4000;0;7;;7;No;Si;No;No;No;No;Si;No;13.596796;-88.875053;1044.465332;No;Si;Si;Si;Si;No;Si;5.4076;8.98
Hombre;2.1;2200;0;3.8;;3.8;No;Si;No;No;No;Si;No;No;13.785981;-89.845682;546.744263;No;Si;No;Si;Si;Si;No;0.22704;2.25704
Hombre;0.78;548;0;6;;6;Si;Si;No;No;No;No;No;No;13.761662;-89.660511;514;No;Si;Si;Si;Si;No;Si;1.78464;5.58712
Mujer;0.5;500;0;3;;3;No;Si;No;No;No;No;No;No;13.778782;-89.736092;555.951138;No;Si;No;Si;Si;Si;No;0.27192;0.724
Hombre;0.63;486;0;5;;5;No;Si;No;No;No;No;No;No;13.773062;-89.716194;523;No;Si;Si;Si;Si;Si;No;0.20416;1.0268
Hombre;0.4;300;0;4;;4;No;No;Si;No;No;Si;No;No;13.722289;-88.228967;973.486329;No;Si;Si;Si;Si;Si;Si;0.21912;0.88
Hombre;0.63;486;0;4;;4;No;No;Si;No;No;No;No;No;13.702043;-89.83646;194.288208;No;No;Si;Si;Si;No;No;0.28336;1.76264
Hombre;5.39;2757;2040;4;3;3.6;Si;Si;No;No;No;No;No;No;13.699027;-89.422862;654.893433;Si;Si;No;No;Si;Si;Si;3.90368;19.1708
Mujer;0.7;250;0;5;;5;No;No;No;No;Si;Si;No;No;13.730085;-88.207085;937.701538;No;Si;No;Si;Si;Si;Si;0.22264;0.924
Hombre;0.95;900;0;5;;5;No;Si;No;No;No;No;No;No;13.749856;-89.726739;426.598938;No;Si;Si;Si;Si;Si;No;0.73216;5.368
Hombre;2.15;0;2200;;5;5;No;No;No;No;Si;Si;No;No;13.767321;-88.272077;840.841797;Si;Si;Si;Si;Si;Si;Si;4.73616;23.7
Hombre;0.27;300;0;5;;5;No;No;No;No;No;Si;No;No;13.711224;-88.271932;738.864502;No;Si;Si;Si;No;Si;Si;0.22792;1.15
Mujer;1.4;550;250;7;4.2;6.1;No;Si;No;No;No;No;Si;No;13.517778;-88.502809;919;Si;No;No;No;No;Si;Si;0.10736;3.58
Hombre;1.4;400;200;6;4;5.3;No;Si;No;No;No;Si;Si;No;13.421513;-88.550546;436.897461;Si;Si;Si;Si;No;Si;Si;0.14784;2.31
Hombre;0.8;800;0;5;;5;No;Si;No;No;No;No;Si;No;13.497566;-88.410876;688.492188;No;Si;Si;No;Si;Si;Si;0.5852;3.2
Hombre;0.7;600;0;4;;4;No;Si;No;No;No;Si;No;No;13.995529;-89.667811;687.44833;No;Si;No;Si;Si;Si;Si;0.8404;2.36896
Hombre;1.15;400;0;4;;4;No;Si;No;No;No;No;No;No;13.777833;-89.712868;577;No;Si;No;Si;Si;Si;No;0.20064;0.64144
Hombre;1;0;1200;;6;6;No;No;No;No;No;Si;No;No;13.625507;-88.292845;198.408325;Si;No;Si;Si;Si;Si;Si;2.15688;9.9
Hombre;1.45;100;1200;5;3.7;3.8;No;Si;No;No;No;Si;No;No;13.596652;-88.746353;303.178345;Si;Si;Si;Si;No;Si;Si;0.48928;3.46
Hombre;0.3;275;25;6;5;5.9;Si;Si;No;Si;No;No;No;Si;13.279524;-88.563893;3.459595;Si;Si;Si;Si;Si;No;No;0.198;1.13656
Hombre;0.27;300;0;6;;6;No;No;No;No;No;Si;No;No;13.803529;-88.173576;774.998779;No;Si;Si;Si;Si;Si;Si;0.22528;1.394
Hombre;1.8;1800;0;5;;5;Si;Si;No;No;No;No;No;No;13.753827;-89.419835;479;No;Si;No;Si;No;Si;No;0.24024;0.94424
Hombre;1.05;900;0;6;;6;No;Si;No;No;No;No;No;No;13.643788;-88.780389;342.124756;No;Si;Si;Si;Si;Si;Si;0.4752;3.24
Hombre;0.8;510;0;6;;6;No;Si;No;No;No;No;No;No;13.713021;-89.474426;901.25061;No;Si;No;Si;Si;Si;No;0.28688;1.29888
Hombre;0.7;700;0;3;;3;Si;No;No;No;No;Si;Si;No;13.711581;-89.653179;375;No;Si;Si;Si;No;No;No;0.1408;0.61
Hombre;0.71;0;361;;5.7;5.7;Si;No;Si;No;No;Si;No;No;13.57982;-89.691807;26.972534;Si;Si;Si;Si;Si;Si;No;0.77176;3.95032
Hombre;2.8;1200;800;6;3;4.8;No;No;No;No;No;Si;No;No;13.368174;-88.658462;31.641296;Si;Si;Si;Si;Si;Si;No;0.14872;2.35
Hombre;2;0;1700;;6;6;No;No;Si;No;No;No;No;No;13.683364;-89.823425;156.485901;Si;Si;Si;Si;No;No;No;1.93512;10.55208
Hombre;4.5;4525;0;3;;3;No;Si;No;No;No;No;Si;No;13.479567;-88.560373;814.12146;No;Si;Si;Si;Si;No;Si;0.45584;2.44728
Mujer;0.04;50;0;4;;4;No;No;No;No;Si;Si;No;No;13.842203;-88.244724;839.594238;No;Si;No;Si;Si;Si;Si;0.01232;0.11
Hombre;5.59;4500;500;6;5;5.9;No;Si;No;No;No;No;No;No;13.573748;-88.945081;462;Si;Si;Si;Si;No;Si;Si;0.21472;2.53
Hombre;1.06;1100;0;4;;4;No;No;No;No;No;Si;No;No;13.925021;-89.424101;727;No;Si;No;No;Si;Si;Si;0.88;4.14128
Hombre;0.98;980;0;4;;4;No;Si;No;No;No;No;No;No;13.9487681;-89.7328396;854;No;Si;Si;Si;Si;Si;No;0.3036;2.21848
Mujer;0.7;650;0;6;;6;No;No;No;No;No;Si;No;No;13.731393;-89.796842;200.594177;No;Si;Si;Si;Si;Si;No;0.79904;5.55632
Hombre;0.8;114;50;6;4;5.4;No;Si;No;No;No;No;No;No;13.602149;-88.963;463.21936;Si;Si;Si;Si;Si;Si;Si;0.21032;3.42
Hombre;0.78;640;0;5;;5;No;Si;No;No;No;Si;No;No;13.779588;-89.765337;651;No;Si;Si;Si;Si;Si;No;0.22088;1.2452
Hombre;0.35;350;0;5;;5;No;Si;No;No;No;No;No;No;13.46716;-88.366487;709.550537;No;Si;No;Si;Si;Si;Si;0.462;2.32
Hombre;0.25;250;0;4;;4;No;No;No;No;Si;Si;No;No;13.792007;-88.229913;1064.9049;No;Si;Si;Si;Si;Si;Si;0.418;1.386
Hombre;1.5;0;1500;;5;5;Si;Si;No;No;No;Si;No;No;13.701757;-89.709344;212.716431;Si;Si;Si;Si;Si;Si;No;0.89496;5.81152
Hombre;0.4;380;20;6;3;5.9;No;No;No;No;No;Si;No;No;13.801389;-88.171111;751;Si;Si;Si;Si;No;Si;Si;0.34232;1.392
Hombre;1.4;800;0;6;;6;No;Si;No;No;No;No;Si;No;13.434602;-88.565987;369.818237;No;Si;No;Si;No;Si;Si;0.19184;2.77
Hombre;3.14;1570;0;6;;6;Si;Si;No;No;No;No;No;No;13.697476;-89.392366;972.848145;No;Si;Si;Si;Si;Si;No;1.628;2.5256
Hombre;0.67;640;0;5;;5;Si;No;No;No;No;Si;No;No;13.791675;-90.039522;29.974182;No;No;Si;Si;Si;Si;No;0.18216;1.11936
Hombre;3.5;3000;0;3.7;;3.7;Si;No;No;No;No;Si;No;No;13.876059;-90.061395;103;No;No;Si;Si;Si;No;No;0.1584;1.08944
Hombre;1;800;0;5;;5;No;No;No;No;Si;Si;No;No;13.280346;-88.45407;2.075043;No;Si;Si;Si;Si;No;Si;0.91608;4.67
Hombre;0.7;250;0;6;;6;No;Si;No;No;No;No;Si;No;13.4382;-88.5561;495;No;Si;Si;Si;No;Si;No;0.08184;0.9
Hombre;0.7;320;80;7;3;6.2;No;Si;No;No;No;Si;No;No;13.510061;-88.560028;693;Si;Si;Si;Si;Si;Si;Si;0.06248;1.63
Hombre;4.2;2700;0;6;;6;No;Si;No;No;No;Si;No;No;13.759257;-89.838287;441.87439;No;No;Si;Si;Si;Si;No;0.2024;0.79288
Hombre;1.4;1350;0;6;;6;No;No;No;No;No;Si;No;No;13.710871;-89.783659;188.793945;No;Si;Si;Si;Si;Si;No;0.90992;5.17088
Hombre;1.4;1200;0;7;;7;No;Si;No;No;No;No;No;No;13.605445;-88.903298;851;No;Si;Si;Si;Si;Si;Si;0.22528;8.46
Hombre;0.44;221;0;6;;6;No;Si;No;No;No;No;No;No;13.812695;-89.868521;735.738281;No;Si;No;Si;Si;Si;No;0.14256;1.18856
Hombre;3;3000;0;6;;6;No;Si;No;No;No;No;No;No;13.324597;-88.571353;32.748474;No;Si;Si;Si;Si;No;Si;3.95296;23.584
Hombre;1.5;1200;0;9;;9;No;Si;No;No;No;No;Si;No;13.625244;-88.840834;959.49939;No;Si;Si;No;No;No;Si;0.8932;5.84
Hombre;1.4;1450;0;6;;6;No;Si;No;No;No;No;Si;No;13.755254;-89.68606;465;No;Si;Si;Si;No;No;Si;0.80168;2.5564
Hombre;0.7;320;80;5;4;4.8;No;Si;No;No;No;No;No;No;13.524599;-88.951509;145;Si;Si;Si;Si;Si;Si;Si;0.04488;0.5
Hombre;0.4;300;0;6;;6;No;Si;No;No;No;No;Si;No;13.489391;-88.40175;770;No;No;Si;No;No;Si;Si;0.35992;1.85
Hombre;0.25;200;0;5;;5;No;No;No;No;Si;Si;No;No;13.4454;-88.1242;960;No;Si;Si;Si;Si;Si;Si;0.08448;0.594
Hombre;0.4;200;200;6;5;5.5;Si;No;No;Si;No;No;No;Si;13.301803;-88.756501;-2.694672;Si;Si;Si;Si;Si;No;Si;0.38544;2.09
Hombre;1.32;950;150;4;3;3.9;No;Si;No;No;No;No;Si;No;13.51358;-89.3555;1038;Si;Si;No;Si;Si;Si;Si;0.1892;0.54208
Hombre;2;0;1600;;6;6;No;No;No;No;No;Si;No;No;14.192946;-89.346645;601.593678;Si;Si;Si;Si;Si;Si;No;5.83968;16.68832
Hombre;0.7;300;0;4;;4;No;No;No;No;Si;Si;No;No;13.759283;-88.204726;960;No;Si;Si;Si;Si;Si;Si;0.18128;1.078
Hombre;0.98;1050;0;4;;4;No;Si;No;No;No;No;No;No;13.9167583;-89.7582542;876;No;Si;Si;Si;Si;Si;No;0.21384;1.34112
Hombre;5.19;4332;0;3;;3;Si;Si;No;No;No;No;No;No;13.696936;-89.437625;665.56799;No;Si;No;Si;Si;Si;No;0.1672;0.85448
Hombre;0.7;700;0;4;;4;Si;Si;No;No;No;No;No;No;13.738766;-89.677703;405;No;Si;Si;Si;No;No;No;1.166;5.40848
Hombre;0.63;450;0;5;;5;No;Si;No;No;No;No;No;No;13.771849;-89.71612;484.988342;No;Si;No;Si;Si;Si;No;0.02024;0.08976
Mujer;0.35;300;0;6;;6;No;Si;No;No;No;No;No;No;13.7369;-89.7255;355;No;Si;Si;Si;Si;Si;No;0.27368;1.51008
Hombre;15.81;12710;0;3.3;;3.3;No;Si;No;No;No;Si;No;No;13.927223;-89.810899;560;No;Si;Si;Si;Si;Si;No;3.26128;14.35016
Hombre;0.7;650;0;4;;4;No;Si;No;No;No;No;Si;No;13.4795;-88.556136;883.930298;No;Si;Si;No;Si;Si;Si;0.32472;1.8172
Hombre;1.4;810;20;7;3;6.9;No;Si;No;No;No;No;Si;No;13.483245;-88.562457;800;Si;Si;No;Si;No;Si;Si;0.11792;4.53
Hombre;2.1;500;1500;5;4;4.3;Si;No;No;No;No;Si;No;No;13.4000373;-88.7473836;23;Si;Si;Si;Si;Si;Si;No;0.44;3.5
Hombre;20;0;22000;;3;3;No;Si;No;No;No;No;Si;No;13.765441;-89.689892;500;Si;Si;Si;Si;Si;Si;Si;2.35928;5.97872
Hombre;0.5;450;50;6;4;5.8;No;No;No;No;No;Si;No;No;13.441243;-88.69044;13.865112;Si;Si;Si;Si;No;Si;Si;0.55264;2.9
Hombre;1;700;200;6;3;5.3;No;Si;No;No;No;No;Si;No;13.615523;-88.816828;854.332886;Si;Si;Si;Si;Si;Si;Si;0.43208;2.86
Hombre;0.7;777;0;4;;4;No;Si;No;No;No;Si;Si;No;13.711939;-89.559615;531.781811;No;Si;No;Si;Si;No;No;0.4136;1.75824
Hombre;0.8;700;0;4;;4;No;Si;No;No;No;No;No;No;13.484501;-88.355326;906.84132;No;Si;Si;Si;Si;Si;Si;0.36168;1.82
Hombre;0.09;100;0;4;;4;No;No;No;No;No;Si;No;No;13.790658;-88.166884;789;No;Si;Si;Si;No;Si;Si;0.14168;0.2
Hombre;0.58;528;0;6;;6;No;Si;No;No;No;No;No;No;13.791484;-89.704276;601.705078;No;Si;No;Si;No;Si;No;0.44;3.7828
Hombre;0.27;150;0;6;;6;No;Si;No;No;No;Si;Si;No;13.712177;-89.561182;509.039795;No;Si;No;Si;Si;No;No;0.2244;0.79992
Hombre;3.26;340;3060;5;4;4.1;No;No;Si;No;No;Si;No;No;13.645024;-89.89072;-12.452362;Si;No;Si;Si;Si;No;No;3.51736;19.38552
Hombre;3.58;1275;0;3;;3;No;No;No;No;Si;Si;No;No;13.699389;-89.470698;811;No;Si;No;No;Si;Si;No;0.12584;0.60104
Hombre;3.5;2500;0;6;;6;No;Si;No;No;No;No;No;No;13.497921;-88.327275;828;No;Si;Si;Si;Si;Si;Si;2.6224;12.8596
Mujer;0.7;500;0;4.2;;4.2;No;No;No;No;No;Si;No;No;13.922138;-89.426508;724.736206;No;Si;No;No;Si;Si;Si;0.02464;0.0968
Hombre;2.5;1000;100;5;1;4.6;No;Si;No;No;No;No;No;No;13.438144;-88.319016;672.227295;Si;Si;Si;Si;Si;Si;Si;1.57608;7.9
Hombre;2;600;400;6;5;5.6;No;Si;No;No;No;Si;Si;No;13.339078;-88.473705;94.047546;Si;Si;Si;Si;No;Si;No;0.14256;1.94
Mujer;0.25;150;0;4;;4;No;No;No;No;Si;Si;No;No;13.757402;-88.205695;1028.8142;No;Si;Si;Si;Si;Si;Si;0.05016;0.22
Hombre;17.5;0;19472;;4.2;4.2;Si;Si;No;No;No;No;No;No;13.421945;-89.080355;10.154297;Si;Si;Si;Si;Si;Si;Si;13.31528;35.662
Hombre;0.27;250;0;4;;4;No;No;No;No;Si;Si;No;No;13.6058;-88.4498;323.41;No;Si;Si;Si;Si;Si;Si;0.08888;0.47168
Hombre;0.38;241;0;5;;5;No;Si;No;No;No;No;No;No;13.814627;-89.870282;750.486572;No;Si;No;No;Si;Si;No;0.1232;0.94424
Mujer;0.45;400;100;4;2;3.6;Si;No;Si;No;No;Si;No;No;13.459933;-88.124994;98.99519;Si;Si;Si;Si;Si;Si;Si;0.02376;0.12
Mujer;0.6;300;0;4;;4;No;No;No;No;Si;Si;No;No;13.741268;-88.214612;1105.47204;No;Si;Si;Si;Si;Si;Si;0.06512;0.22
Hombre;0.45;486;0;6;;6;No;Si;No;No;No;Si;Si;No;13.711835;-89.558135;523;No;Si;Si;Si;Si;No;No;0.20416;0.95656
Mujer;0.5;400;0;6;;6;No;Si;No;No;No;No;No;No;13.771023;-89.719056;513;No;Si;No;Si;Si;Si;No;0.30888;0.3168
Hombre;0.18;100;0;5;;5;No;No;Si;No;No;Si;No;No;13.62921;-89.867057;4.695068;No;No;Si;Si;Si;No;No;0.06072;0.3432
Hombre;1.05;1150;0;5;;5;No;Si;No;No;No;Si;Si;No;13.668251;-88.825588;802.359131;No;No;Si;No;No;No;No;0.39336;2.34
Hombre;1.4;0;1000;;4;4;Si;No;No;Si;No;No;No;Si;13.2258;-88.48086;96;Si;Si;Si;Si;Si;Si;Si;0.57464;3.85
Hombre;2;1500;0;21.7;;21.7;No;Si;No;No;No;Si;Si;No;13.42933;-88.50669;427.509033;No;Si;Si;Si;No;Si;Si;0.23584;5.47
Hombre;0.3;300;0;4;;4;No;Si;No;No;No;No;No;No;13.475895;-88.396918;695.451904;No;Si;Si;No;No;Si;Si;0.4268;2.05
Mujer;0.35;150;0;5;;5;No;Si;No;No;No;Si;Si;No;13.211331;-88.285064;150;No;Si;Si;Si;No;Si;Si;0.0704;0.73
Hombre;3.15;600;0;5;;5;Si;No;No;No;No;Si;Si;No;13.687456;-89.639854;294;No;Si;Si;Si;Si;No;Si;1.08152;4.48
Mujer;0.7;700;0;5;;5;No;No;Si;No;No;Si;No;No;13.634534;-89.861754;2.525696;No;No;Si;Si;Si;No;No;0.3256;1.85768
Mujer;4.5;2000;3000;6.5;5;5.6;Si;No;Si;No;No;No;No;No;13.6476;-89.7704;94.4353;Si;Si;Si;Si;Si;Si;No;7.56712;37.30496
Mujer;1.5;1450;50;5;3;4.9;No;No;No;No;No;Si;No;No;13.536038;-88.358298;485.97168;Si;No;No;Si;No;Si;Si;0.7128;3.85
Hombre;1.08;1200;0;5;;5;No;No;No;No;No;Si;No;No;13.865179;-88.12899;453;No;Si;Si;Si;No;Si;Si;0;0.4
Hombre;11.9;6800;0;4;;4;No;Si;No;No;No;No;No;No;13.799623;-89.811135;748.04895;No;Si;No;Si;Si;Si;No;0.44792;2.2176
Hombre;0.4;300;50;6;4;5.7;No;Si;No;No;No;Si;No;No;13.525084;-88.434444;573.960815;Si;Si;Si;No;Si;Si;Si;0.56584;3.404
Hombre;1.4;1200;0;5;;5;No;Si;No;No;No;No;No;No;13.729562;-89.482372;724.025024;No;Si;No;Si;Si;Si;No;1.56464;8.5272
Hombre;0.42;390;0;4;;4;Si;No;Si;No;No;Si;No;No;13.623124;-89.750773;88.040466;No;Si;Si;Si;Si;Si;No;0.81576;5.10752
Hombre;1.05;0;900;;4;4;No;Si;No;No;No;Si;No;No;13.998774;-89.552399;681;Si;Si;Si;Si;Si;No;No;4.01984;12.57344
Mujer;0.63;629;0;6;;6;No;No;No;No;No;No;Si;No;13.762183;-89.648302;574.602539;No;Si;Si;Si;No;No;Si;1.08064;3.29648
Hombre;1;260;80;5;4;4.8;No;No;No;No;Si;Si;No;No;13.509086;-89.097054;224;Si;Si;Si;Si;Si;Si;Si;0.07656;0.45
Hombre;3.29;2200;0;4.4;;4.4;No;Si;No;No;No;No;No;No;13.814041;-89.870158;761.732352;No;Si;Si;Si;Si;Si;No;0.5016;5.33176
Hombre;2;2000;0;6;;6;No;Si;No;No;No;Si;No;No;13.565755;-88.537313;216.844543;No;Si;Si;No;Si;Si;Si;1.58224;8.06576
Mujer;1.2;758;0;5;;5;No;Si;No;No;No;Si;No;No;13.806513;-89.919827;520.1604;No;Si;Si;Si;Si;No;No;0.17776;1.08944
Hombre;5.26;5425;0;3.5;;3.5;No;No;No;No;No;Si;No;No;13.922483;-89.440671;832;No;Si;No;No;Si;Si;Si;1.90432;9.22592
Hombre;0.54;400;0;6;;6;No;No;No;Si;No;Si;No;Si;13.231931;-88.252731;521.823242;No;Si;Si;Si;Si;Si;Si;0.63096;2.2
Hombre;0.09;100;0;5;;5;No;No;No;No;No;Si;No;No;13.793235;-88.168001;764;No;Si;Si;Si;No;Si;Si;0.264;0.0528
Hombre;2.5;1970;30;6;4;6;No;No;No;No;Si;Si;No;No;13.517144;-88.389494;503.944214;Si;Si;Si;No;Si;Si;Si;0.67936;3.8
Hombre;0.45;500;0;4;;4;No;No;No;No;No;Si;No;No;13.913397;-88.1132;747;No;Si;Si;Si;Si;Si;Si;0.10032;0.5
Hombre;14.7;10500;0;6;;6;No;Si;No;No;No;No;No;No;13.3945;-88.5412;660;No;No;Si;Si;No;Si;Si;1.03488;6.53
Hombre;13.1;6184;1600;4.7;4;4.6;Si;Si;No;No;No;No;No;No;13.710701;-89.423037;528.856445;Si;Si;No;Si;Si;Si;Si;7.15528;35.85384
Hombre;2.19;1500;0;4;;4;No;Si;No;No;No;No;No;No;13.451654;-88.382268;420.908709;No;Si;Si;No;Si;Si;Si;0.4312;2.5
Hombre;1.76;1164;0;5;;5;No;Si;No;No;No;Si;No;No;13.929613;-89.801995;747.797119;No;Si;Si;Si;Si;Si;No;0.28424;1.34288
Hombre;0.5;500;0;4;;4;No;No;No;No;No;Si;No;No;13.885986;-88.167051;665;No;Si;Si;Si;Si;Si;Si;0;0.1056
Mujer;0.98;1000;0;6;;6;Si;No;No;No;No;Si;Si;No;13.649875;-89.697439;149;No;Si;Si;Si;Si;Si;No;0.83776;4.85144
Hombre;2;1000;0;4;;4;No;No;No;No;No;Si;No;No;13.738115;-88.212397;1036.86828;No;Si;No;Si;Si;Si;Si;1.3332;4.51
Mujer;0.7;500;0;6;;6;No;Si;No;No;No;Si;No;No;13.6129;-88.8236;790;No;Si;Si;Si;Si;Si;Si;0.27016;1.52
Hombre;6.96;500;4500;7;5;5.2;No;Si;No;No;No;No;No;No;13.60449;-88.944993;559;Si;Si;Si;No;No;Si;Si;0.31768;10.326666
Hombre;1.13;1200;0;6;;6;Si;No;No;No;No;Si;No;No;13.75785;-90.097767;22.728699;No;No;Si;Si;Si;No;No;1.19592;6.18288
Hombre;0.3;300;0;4;;4;No;Si;No;No;No;No;No;No;13.470882;-88.369265;732.287109;No;Si;Si;Si;No;Si;Si;0.34672;1.75
Hombre;0.18;200;0;4;;4;No;No;No;No;Si;Si;No;No;13.794476;-88.247477;1032.65808;No;Si;No;Si;Si;Si;Si;0.27192;1.276
Hombre;6.3;5913;0;6;;6;No;No;No;No;No;Si;No;No;13.753077;-89.829236;428.010864;No;Si;Si;Si;Si;No;No;2.85032;14.894
Hombre;1.98;1888;0;5.4;;5.4;Si;Si;No;No;No;No;No;No;13.731305;-89.682324;366;No;Si;Si;Si;No;No;Si;3.86848;15.13
Hombre;1.53;1575;0;4;;4;No;Si;No;No;No;No;No;No;13.697405;-89.477933;906.447096;No;Si;No;Si;Si;Si;Si;1.77056;9.15904
Hombre;1.16;620;0;6;;6;No;Si;No;No;No;Si;No;No;13.76625;-89.83721;444;No;Si;No;Si;Si;Si;No;0.50512;3.33608
Hombre;0.25;150;0;4;;4;No;No;Si;No;No;Si;No;No;13.72798;-88.136239;601.624673;No;Si;Si;Si;Si;Si;Si;0.09064;0.484
Hombre;0.9;750;0;4;;4;No;Si;No;No;No;No;Si;No;13.51405;-89.35264;933;No;Si;No;Si;Si;Si;Si;0.12848;0.36784
Hombre;0.5;500;0;5;;5;No;No;No;No;Si;Si;No;No;13.9214;-88.134;858.845;No;Si;Si;Si;Si;Si;Si;1.24608;4.432
Hombre;163;143000;20000;52;4;46.1;Si;Si;No;Si;No;No;No;Si;13.2896806;-88.5014207;15;Si;Si;Si;Si;Si;Si;Si;104.29408;425
Hombre;0.3;280;20;6;4;5.9;No;Si;No;No;No;No;No;No;13.486633;-88.408877;803.070312;Si;Si;Si;Si;No;Si;Si;0.8096;4.45
Mujer;1.11;1106;0;6;;6;Si;Si;No;No;No;No;Si;No;13.753502;-89.684466;450.568115;No;No;Si;Si;Si;No;No;0;0.00264
Mujer;0.35;200;0;6;;6;No;Si;No;No;No;No;Si;No;13.43;-88.5642;350.548;No;Si;No;Si;No;Si;No;0.1276;1.7
Hombre;2.44;1200;300;5;4;4.8;Si;No;No;Si;No;No;No;Si;13.35566;-88.76073;40;Si;Si;Si;Si;Si;Si;Si;1.37368;10.05
Hombre;6;6000;0;5;;5;No;No;No;No;Si;Si;No;No;13.441714;-88.466059;671.282837;No;Si;Si;No;Si;No;Si;3.23048;16.88808
Hombre;0.36;172;0;4;;4;No;Si;No;No;No;No;No;No;13.772482;-89.711426;450;No;Si;No;Si;Si;Si;No;0.15664;0.9044
Hombre;2.94;100;1400;5;4;4.1;Si;No;No;No;No;Si;No;No;13.3877846;-88.7471053;20;Si;Si;Si;Si;Si;Si;Si;1.0692;13.5
Mujer;0.95;500;0;4;;4;No;No;No;No;Si;Si;No;No;13.799867;-88.233197;963.562134;No;Si;No;Si;Si;Si;Si;0.82104;3.894
Hombre;0.3;300;0;6;;6;No;Si;No;No;No;No;Si;No;13.495461;-88.409043;728.142822;No;Si;Si;No;No;Si;Si;0.6292;3.4
Hombre;0.8;800;0;5;;5;No;No;No;No;Si;Si;No;No;13.942045;-88.192846;735;No;Si;Si;Si;No;Si;Si;2.15952;13.096
Hombre;0.4;300;0;5;;5;No;Si;No;No;No;No;No;No;13.453418;-88.404421;661.375244;No;Si;Si;Si;Si;Si;Si;0.7568;4.25
Mujer;7.35;2800;200;11;4;10.5;No;Si;No;No;No;No;Si;No;13.495514;-88.413543;815.54047;Si;Si;Si;Si;Si;Si;Si;1.9404;10.332
Hombre;7;3016;3000;4;3.8;3.9;No;Si;No;Si;No;No;No;Si;13.276178;-88.423679;5.816284;Si;Si;Si;Si;Si;Si;Si;0.3696;9.57
